2025-05-05T17:18:49.501567,"{'address': '/hover', 'args': 16}"
2025-05-05T17:18:49.677503,"{'address': '/hover', 'args': 45}"
2025-05-05T17:18:49.676665,"{'address': '/hover', 'args': 22}"
2025-05-05T17:18:49.734352,"{'address': '/hover', 'args': 49}"
2025-05-05T17:18:49.957762,"{'address': '/hover', 'args': 35}"
2025-05-05T17:18:49.967411,"{'address': '/hover', 'args': 47}"
2025-05-05T17:18:50.059415,"{'address': '/hover', 'args': 43}"
2025-05-05T17:18:50.084164,"{'address': '/hover', 'args': 16}"
2025-05-05T17:18:50.225076,"{'address': '/hover', 'args': 10}"
2025-05-05T17:18:50.300820,"{'address': '/hover', 'args': 15}"
2025-05-05T17:18:50.583636,"{'address': '/hover', 'args': 22}"
2025-05-05T17:18:50.708860,"{'address': '/hover', 'args': 16}"
2025-05-05T17:18:51.243729,"{'address': '/hover', 'args': 22}"
2025-05-05T17:18:51.417024,"{'address': '/hover', 'args': 15}"
2025-05-05T17:18:51.450868,"{'address': '/hover', 'args': 7}"
2025-05-05T17:18:51.468205,"{'address': '/hover', 'args': 19}"
2025-05-05T17:18:51.467381,"{'address': '/hover', 'args': 2}"
2025-05-05T17:22:38.301179,"{'address': '/hover', 'args': 3}"
2025-05-05T17:27:37.584494,"{'address': '/hover', 'args': 13}"
2025-05-05T17:27:40.709964,"{'address': '/hover', 'args': 22}"
2025-05-05T17:27:40.768148,"{'address': '/hover', 'args': 49}"
2025-05-05T17:27:40.908607,"{'address': '/hover', 'args': 45}"
2025-05-05T17:27:40.984234,"{'address': '/hover', 'args': 16}"
2025-05-05T17:27:42.426632,"{'address': '/hover', 'args': 43}"
2025-05-05T17:27:42.426728,"{'address': '/hover', 'args': 47}"
2025-05-05T17:27:42.509210,"{'address': '/hover', 'args': 46}"
2025-05-05T17:27:42.708899,"{'address': '/hover', 'args': 16}"
2025-05-05T17:27:42.751345,"{'address': '/hover', 'args': 22}"
2025-05-05T17:27:42.842375,"{'address': '/hover', 'args': 48}"
2025-05-05T17:27:42.875773,"{'address': '/hover', 'args': 53}"
2025-05-05T17:27:42.916908,"{'address': '/hover', 'args': 42}"
2025-05-05T17:27:42.975969,"{'address': '/hover', 'args': 58}"
2025-05-05T17:27:43.033300,"{'address': '/hover', 'args': 14}"
2025-05-05T17:27:43.141691,"{'address': '/hover', 'args': 41}"
2025-05-05T17:27:43.174815,"{'address': '/hover', 'args': 37}"
2025-05-05T17:27:43.300941,"{'address': '/hover', 'args': 38}"
2025-05-05T17:27:43.334517,"{'address': '/hover', 'args': 44}"
2025-05-05T17:27:43.391845,"{'address': '/hover', 'args': 51}"
2025-05-05T17:27:43.509396,"{'address': '/hover', 'args': 45}"
2025-05-05T17:27:43.758318,"{'address': '/hover', 'args': 22}"
2025-05-05T17:27:43.950800,"{'address': '/hover', 'args': 53}"
2025-05-05T17:27:44.041435,"{'address': '/hover', 'args': 38}"
2025-05-05T17:27:44.092885,"{'address': '/hover', 'args': 37}"
2025-05-05T17:27:44.183997,"{'address': '/hover', 'args': 57}"
2025-05-05T17:27:44.317041,"{'address': '/hover', 'args': 50}"
2025-05-05T17:27:44.551096,"{'address': '/hover', 'args': 56}"
2025-05-05T17:27:44.582403,"{'address': '/hover', 'args': 59}"
2025-05-05T17:27:44.650681,"{'address': '/hover', 'args': 44}"
2025-05-05T17:27:44.825349,"{'address': '/hover', 'args': 51}"
2025-05-05T17:27:44.992287,"{'address': '/hover', 'args': 38}"
2025-05-05T17:27:45.034443,"{'address': '/hover', 'args': 37}"
2025-05-05T17:27:45.167241,"{'address': '/hover', 'args': 14}"
2025-05-05T17:27:45.175761,"{'address': '/hover', 'args': 41}"
2025-05-05T17:27:45.274793,"{'address': '/hover', 'args': 23}"
2025-05-05T17:27:46.376330,"{'address': '/hover', 'args': 14}"
2025-05-05T17:27:46.449327,"{'address': '/hover', 'args': 58}"
2025-05-05T17:27:46.468727,"{'address': '/hover', 'args': 37}"
2025-05-05T17:27:46.475269,"{'address': '/hover', 'args': 38}"
2025-05-05T17:27:46.509101,"{'address': '/hover', 'args': 49}"
2025-05-05T17:27:46.550524,"{'address': '/hover', 'args': 45}"
2025-05-05T17:27:46.642094,"{'address': '/hover', 'args': 47}"
2025-05-05T17:27:46.667242,"{'address': '/hover', 'args': 16}"
2025-05-05T17:27:46.750677,"{'address': '/hover', 'args': 39}"
2025-05-05T17:27:46.767411,"{'address': '/hover', 'args': 10}"
2025-05-05T17:27:46.817348,"{'address': '/hover', 'args': 15}"
2025-05-05T17:27:46.883997,"{'address': '/hover', 'args': 48}"
2025-05-05T17:27:46.975874,"{'address': '/hover', 'args': 42}"
2025-05-05T17:27:48.183912,"{'address': '/hover', 'args': 53}"
2025-05-05T17:27:48.225828,"{'address': '/hover', 'args': 22}"
2025-05-05T17:27:48.293134,"{'address': '/hover', 'args': 45}"
2025-05-05T17:27:48.293084,"{'address': '/hover', 'args': 16}"
2025-05-05T17:27:48.533024,"{'address': '/hover', 'args': 47}"
2025-05-05T17:27:48.708740,"{'address': '/hover', 'args': 46}"
2025-05-05T17:27:48.908296,"{'address': '/hover', 'args': 47}"
2025-05-05T17:27:48.950782,"{'address': '/hover', 'args': 35}"
2025-05-05T17:27:48.975110,"{'address': '/hover', 'args': 45}"
2025-05-05T17:27:49.025163,"{'address': '/hover', 'args': 49}"
2025-05-05T17:27:49.108871,"{'address': '/hover', 'args': 38}"
2025-05-05T17:27:49.250712,"{'address': '/hover', 'args': 59}"
2025-05-05T17:27:49.417086,"{'address': '/hover', 'args': 44}"
2025-05-05T17:27:49.491782,"{'address': '/hover', 'args': 51}"
2025-05-05T17:27:49.575722,"{'address': '/hover', 'args': 35}"
2025-05-05T17:27:50.050732,"{'address': '/hover', 'args': 47}"
2025-05-05T17:27:50.175208,"{'address': '/hover', 'args': 43}"
2025-05-05T17:27:50.242363,"{'address': '/hover', 'args': 16}"
2025-05-05T17:27:50.334419,"{'address': '/hover', 'args': 10}"
2025-05-05T17:27:50.367126,"{'address': '/hover', 'args': 15}"
2025-05-05T17:27:50.409135,"{'address': '/hover', 'args': 48}"
2025-05-05T17:27:50.492419,"{'address': '/hover', 'args': 42}"
2025-05-05T17:27:50.592396,"{'address': '/hover', 'args': 1}"
2025-05-05T17:27:50.659171,"{'address': '/hover', 'args': 14}"
2025-05-05T17:27:50.708002,"{'address': '/hover', 'args': 58}"
2025-05-05T17:27:50.825816,"{'address': '/hover', 'args': 37}"
2025-05-05T17:27:50.967207,"{'address': '/hover', 'args': 38}"
2025-05-05T17:27:51.076657,"{'address': '/hover', 'args': 49}"
2025-05-05T17:27:51.316879,"{'address': '/hover', 'args': 37}"
2025-05-05T17:27:51.625679,"{'address': '/hover', 'args': 41}"
2025-05-05T17:27:51.717739,"{'address': '/hover', 'args': 14}"
2025-05-05T17:27:51.784338,"{'address': '/hover', 'args': 58}"
2025-05-05T17:27:51.967048,"{'address': '/hover', 'args': 53}"
2025-05-05T17:27:52.483873,"{'address': '/hover', 'args': 38}"
2025-05-05T17:27:52.700805,"{'address': '/hover', 'args': 49}"
2025-05-05T17:27:52.891825,"{'address': '/hover', 'args': 51}"
2025-05-05T17:27:53.518930,"{'address': '/hover', 'args': 35}"
2025-05-05T17:27:53.943277,"{'address': '/hover', 'args': 46}"
2025-05-05T17:27:54.017625,"{'address': '/hover', 'args': 47}"
2025-05-05T17:27:56.696795,"{'address': '/hover', 'args': 47}"
2025-05-05T17:27:56.696147,"{'address': '/hover', 'args': 43}"
2025-05-05T17:27:56.754494,"{'address': '/hover', 'args': 16}"
2025-05-05T17:27:56.829896,"{'address': '/hover', 'args': 22}"
2025-05-05T17:27:56.846545,"{'address': '/hover', 'args': 15}"
2025-05-05T17:27:56.871341,"{'address': '/hover', 'args': 48}"
2025-05-05T17:27:57.512690,"{'address': '/hover', 'args': 45}"
2025-05-05T17:27:57.546411,"{'address': '/hover', 'args': 16}"
2025-05-05T17:27:57.772456,"{'address': '/hover', 'args': 22}"
2025-05-05T17:27:58.938339,"{'address': '/hover', 'args': 53}"
2025-05-05T17:27:59.563654,"{'address': '/hover', 'args': 58}"
2025-05-05T17:27:59.721890,"{'address': '/hover', 'args': 38}"
2025-05-05T17:27:59.780283,"{'address': '/hover', 'args': 49}"
2025-05-05T17:27:59.812920,"{'address': '/hover', 'args': 51}"
2025-05-05T17:27:59.838087,"{'address': '/hover', 'args': 45}"
2025-05-05T17:27:59.896374,"{'address': '/hover', 'args': 47}"
2025-05-05T17:27:59.978436,"{'address': '/hover', 'args': 16}"
2025-05-05T17:28:00.022089,"{'address': '/hover', 'args': 22}"
2025-05-05T17:28:00.088480,"{'address': '/hover', 'args': 53}"
2025-05-05T17:28:00.163434,"{'address': '/hover', 'args': 58}"
2025-05-05T17:28:00.429892,"{'address': '/hover', 'args': 37}"
2025-05-05T17:28:00.470698,"{'address': '/hover', 'args': 41}"
2025-05-05T17:28:00.513442,"{'address': '/hover', 'args': 57}"
2025-05-05T17:28:00.613359,"{'address': '/hover', 'args': 59}"
2025-05-05T17:28:00.713603,"{'address': '/hover', 'args': 44}"
2025-05-05T17:28:00.887403,"{'address': '/hover', 'args': 49}"
2025-05-05T17:28:03.029681,"{'address': '/hover', 'args': 45}"
2025-05-05T17:28:03.172052,"{'address': '/hover', 'args': 16}"
2025-05-05T17:28:03.213473,"{'address': '/hover', 'args': 43}"
2025-05-05T17:28:04.329727,"{'address': '/hover', 'args': 48}"
2025-05-05T17:28:04.354385,"{'address': '/hover', 'args': 42}"
2025-05-05T17:28:04.463343,"{'address': '/hover', 'args': 58}"
2025-05-05T17:28:04.521408,"{'address': '/hover', 'args': 14}"
2025-05-05T17:28:04.554815,"{'address': '/hover', 'args': 37}"
2025-05-05T17:28:04.571172,"{'address': '/hover', 'args': 41}"
2025-05-05T17:28:04.621612,"{'address': '/hover', 'args': 57}"
2025-05-05T17:28:04.789184,"{'address': '/hover', 'args': 59}"
2025-05-05T17:28:04.863314,"{'address': '/hover', 'args': 44}"
2025-05-05T17:28:04.962530,"{'address': '/hover', 'args': 51}"
2025-05-05T17:28:05.063431,"{'address': '/hover', 'args': 49}"
2025-05-05T17:28:05.121938,"{'address': '/hover', 'args': 38}"
2025-05-05T17:28:05.239518,"{'address': '/hover', 'args': 37}"
2025-05-05T17:28:06.146644,"{'address': '/hover', 'args': 41}"
2025-05-05T17:28:06.345313,"{'address': '/hover', 'args': 23}"
2025-05-05T17:28:06.470822,"{'address': '/hover', 'args': 24}"
2025-05-05T17:28:06.662536,"{'address': '/hover', 'args': 23}"
2025-05-05T17:28:06.738258,"{'address': '/hover', 'args': 41}"
2025-05-05T17:28:06.771698,"{'address': '/hover', 'args': 17}"
2025-05-05T17:28:06.813494,"{'address': '/hover', 'args': 57}"
2025-05-05T17:28:07.413266,"{'address': '/hover', 'args': 37}"
2025-05-05T17:28:07.463556,"{'address': '/hover', 'args': 38}"
2025-05-05T17:28:07.522282,"{'address': '/hover', 'args': 58}"
2025-05-05T17:28:07.537647,"{'address': '/hover', 'args': 53}"
2025-05-05T17:28:07.587762,"{'address': '/hover', 'args': 42}"
2025-05-05T17:28:07.596097,"{'address': '/hover', 'args': 48}"
2025-05-05T17:29:01.179427,"{'address': '/hover', 'args': 30}"
2025-05-05T17:29:01.603324,"{'address': '/hover', 'args': 27}"
2025-05-05T17:29:01.805157,"{'address': '/hover', 'args': 52}"
2025-05-05T17:29:01.845456,"{'address': '/hover', 'args': 46}"
2025-05-05T17:29:01.903744,"{'address': '/hover', 'args': 47}"
2025-05-05T17:29:01.937390,"{'address': '/hover', 'args': 45}"
2025-05-05T17:29:01.996809,"{'address': '/hover', 'args': 16}"
2025-05-05T17:29:02.029533,"{'address': '/hover', 'args': 22}"
2025-05-05T17:29:02.111913,"{'address': '/hover', 'args': 53}"
2025-05-05T17:29:02.221574,"{'address': '/hover', 'args': 58}"
2025-05-05T17:29:02.697109,"{'address': '/hover', 'args': 38}"
2025-05-05T17:29:02.746257,"{'address': '/hover', 'args': 49}"
2025-05-05T17:29:02.846171,"{'address': '/hover', 'args': 45}"
2025-05-05T17:29:02.978646,"{'address': '/hover', 'args': 16}"
2025-05-05T17:29:03.011919,"{'address': '/hover', 'args': 22}"
2025-05-05T17:29:03.079631,"{'address': '/hover', 'args': 15}"
2025-05-05T17:29:03.111867,"{'address': '/hover', 'args': 48}"
2025-05-05T17:29:03.180053,"{'address': '/hover', 'args': 42}"
2025-05-05T17:29:03.238730,"{'address': '/hover', 'args': 1}"
2025-05-05T17:29:03.296678,"{'address': '/hover', 'args': 14}"
2025-05-05T17:29:03.362229,"{'address': '/hover', 'args': 41}"
2025-05-05T17:29:03.486945,"{'address': '/hover', 'args': 57}"
2025-05-05T17:29:03.530138,"{'address': '/hover', 'args': 59}"
2025-05-05T17:29:03.604324,"{'address': '/hover', 'args': 44}"
2025-05-05T17:29:03.672356,"{'address': '/hover', 'args': 51}"
2025-05-05T17:29:03.803527,"{'address': '/hover', 'args': 35}"
2025-05-05T17:29:03.980075,"{'address': '/hover', 'args': 45}"
2025-05-05T17:29:04.055265,"{'address': '/hover', 'args': 49}"
2025-05-05T17:29:04.139071,"{'address': '/hover', 'args': 53}"
2025-05-05T17:29:04.221606,"{'address': '/hover', 'args': 58}"
2025-05-05T17:29:04.404934,"{'address': '/hover', 'args': 14}"
2025-05-05T17:29:04.580391,"{'address': '/hover', 'args': 42}"
2025-05-05T17:29:04.704927,"{'address': '/hover', 'args': 53}"
2025-05-05T17:29:04.771075,"{'address': '/hover', 'args': 48}"
2025-05-05T17:29:04.879479,"{'address': '/hover', 'args': 22}"
2025-05-05T17:29:05.012768,"{'address': '/hover', 'args': 15}"
2025-05-05T17:29:05.679567,"{'address': '/hover', 'args': 22}"
2025-05-05T17:29:05.988071,"{'address': '/hover', 'args': 45}"
2025-05-05T17:29:06.021242,"{'address': '/hover', 'args': 49}"
2025-05-05T17:29:06.390012,"{'address': '/hover', 'args': 22}"
2025-05-05T17:29:06.389923,"{'address': '/hover', 'args': 16}"
2025-05-05T17:29:06.438712,"{'address': '/hover', 'args': 10}"
2025-05-05T17:29:06.470864,"{'address': '/hover', 'args': 15}"
2025-05-05T17:29:06.530403,"{'address': '/hover', 'args': 11}"
2025-05-05T17:29:06.595863,"{'address': '/hover', 'args': 6}"
2025-05-05T17:29:06.621419,"{'address': '/hover', 'args': 19}"
2025-05-05T17:36:26.538219,"{'address': '/hover', 'args': 12}"
2025-05-05T17:36:26.889200,"{'address': '/hover', 'args': 40}"
2025-05-05T17:36:26.889123,"{'address': '/hover', 'args': 36}"
2025-05-05T17:36:28.262627,"{'address': '/hover', 'args': 49}"
2025-05-05T17:36:28.621442,"{'address': '/hover', 'args': 48}"
2025-05-05T17:36:28.630354,"{'address': '/hover', 'args': 42}"
2025-05-05T17:36:28.680122,"{'address': '/hover', 'args': 1}"
2025-05-05T17:36:28.705498,"{'address': '/hover', 'args': 58}"
2025-05-05T17:36:28.770683,"{'address': '/hover', 'args': 38}"
2025-05-05T17:36:28.845656,"{'address': '/hover', 'args': 45}"
2025-05-05T17:36:28.955081,"{'address': '/hover', 'args': 22}"
2025-05-05T17:36:28.988623,"{'address': '/hover', 'args': 53}"
2025-05-05T17:36:29.055072,"{'address': '/hover', 'args': 58}"
2025-05-05T17:36:29.070888,"{'address': '/hover', 'args': 42}"
2025-05-05T17:36:29.396794,"{'address': '/hover', 'args': 53}"
2025-05-05T17:36:29.429502,"{'address': '/hover', 'args': 38}"
2025-05-05T17:36:29.463106,"{'address': '/hover', 'args': 37}"
2025-05-05T17:36:29.562830,"{'address': '/hover', 'args': 57}"
2025-05-05T17:36:29.604758,"{'address': '/hover', 'args': 59}"
2025-05-05T17:36:29.680067,"{'address': '/hover', 'args': 44}"
2025-05-05T17:36:29.771917,"{'address': '/hover', 'args': 51}"
2025-05-05T17:36:29.872064,"{'address': '/hover', 'args': 49}"
2025-05-05T17:36:29.904670,"{'address': '/hover', 'args': 45}"
2025-05-05T17:36:30.113437,"{'address': '/hover', 'args': 22}"
2025-05-05T17:36:30.245952,"{'address': '/hover', 'args': 15}"
2025-05-05T17:36:30.263534,"{'address': '/hover', 'args': 10}"
2025-05-05T17:36:30.788487,"{'address': '/hover', 'args': 15}"
2025-05-05T17:36:30.871560,"{'address': '/hover', 'args': 48}"
2025-05-05T17:36:30.946253,"{'address': '/hover', 'args': 42}"
2025-05-05T17:36:31.046918,"{'address': '/hover', 'args': 58}"
2025-05-05T17:36:31.104474,"{'address': '/hover', 'args': 14}"
2025-05-05T17:36:31.245412,"{'address': '/hover', 'args': 23}"
2025-05-05T17:36:31.387638,"{'address': '/hover', 'args': 17}"
2025-05-05T17:36:31.404226,"{'address': '/hover', 'args': 41}"
2025-05-05T17:36:31.454972,"{'address': '/hover', 'args': 57}"
2025-05-05T17:36:31.638314,"{'address': '/hover', 'args': 59}"
2025-05-05T17:36:31.722007,"{'address': '/hover', 'args': 44}"
2025-05-05T17:36:31.796677,"{'address': '/hover', 'args': 51}"
2025-05-05T17:36:32.629048,"{'address': '/hover', 'args': 35}"
2025-05-05T17:36:33.738601,"{'address': '/hover', 'args': 46}"
2025-05-05T17:36:33.922111,"{'address': '/hover', 'args': 47}"
2025-05-05T17:36:33.955139,"{'address': '/hover', 'args': 35}"
2025-05-05T17:36:34.112654,"{'address': '/hover', 'args': 45}"
2025-05-05T17:36:34.313728,"{'address': '/hover', 'args': 46}"
2025-05-05T17:36:34.421126,"{'address': '/hover', 'args': 43}"
2025-05-05T17:36:34.562965,"{'address': '/hover', 'args': 16}"
2025-05-05T17:36:34.621563,"{'address': '/hover', 'args': 39}"
2025-05-05T17:36:34.788016,"{'address': '/hover', 'args': 10}"
2025-05-05T17:36:34.813224,"{'address': '/hover', 'args': 15}"
2025-05-05T17:36:34.871429,"{'address': '/hover', 'args': 48}"
2025-05-05T17:36:34.980145,"{'address': '/hover', 'args': 53}"
2025-05-05T17:36:35.096462,"{'address': '/hover', 'args': 58}"
2025-05-05T17:36:35.213046,"{'address': '/hover', 'args': 14}"
2025-05-05T17:36:35.287446,"{'address': '/hover', 'args': 41}"
2025-05-05T17:36:35.421247,"{'address': '/hover', 'args': 57}"
2025-05-05T17:36:35.787988,"{'address': '/hover', 'args': 17}"
2025-05-05T17:36:35.905002,"{'address': '/hover', 'args': 50}"
2025-05-05T17:36:36.021322,"{'address': '/hover', 'args': 56}"
2025-05-05T17:36:36.221538,"{'address': '/hover', 'args': 57}"
2025-05-05T17:36:36.338579,"{'address': '/hover', 'args': 59}"
2025-05-05T17:36:36.421564,"{'address': '/hover', 'args': 44}"
2025-05-05T17:36:36.579862,"{'address': '/hover', 'args': 51}"
2025-05-05T17:36:36.704407,"{'address': '/hover', 'args': 45}"
2025-05-05T17:36:37.020893,"{'address': '/hover', 'args': 22}"
2025-05-05T17:36:37.121617,"{'address': '/hover', 'args': 53}"
2025-05-05T17:36:37.279103,"{'address': '/hover', 'args': 58}"
2025-05-05T17:36:37.738407,"{'address': '/hover', 'args': 37}"
2025-05-05T17:36:37.788272,"{'address': '/hover', 'args': 38}"
2025-05-05T17:36:37.863512,"{'address': '/hover', 'args': 49}"
2025-05-05T17:36:38.230143,"{'address': '/hover', 'args': 22}"
2025-05-05T17:36:38.263671,"{'address': '/hover', 'args': 53}"
2025-05-05T17:36:38.420678,"{'address': '/hover', 'args': 15}"
2025-05-05T17:36:38.486790,"{'address': '/hover', 'args': 48}"
2025-05-05T17:36:38.813414,"{'address': '/hover', 'args': 42}"
2025-05-05T17:36:38.979926,"{'address': '/hover', 'args': 1}"
2025-05-05T17:36:39.056248,"{'address': '/hover', 'args': 0}"
2025-05-05T17:36:39.562440,"{'address': '/hover', 'args': 23}"
2025-05-05T17:36:39.579928,"{'address': '/hover', 'args': 14}"
2025-05-05T17:36:39.613366,"{'address': '/hover', 'args': 41}"
2025-05-05T17:36:40.204718,"{'address': '/hover', 'args': 41}"
2025-05-05T17:36:40.471414,"{'address': '/hover', 'args': 37}"
2025-05-05T17:36:40.530219,"{'address': '/hover', 'args': 57}"
2025-05-05T17:36:40.771756,"{'address': '/hover', 'args': 50}"
2025-05-05T17:36:41.163467,"{'address': '/hover', 'args': 17}"
2025-05-05T17:36:41.529252,"{'address': '/hover', 'args': 57}"
2025-05-05T17:36:41.697042,"{'address': '/hover', 'args': 59}"
2025-05-05T17:36:41.856097,"{'address': '/hover', 'args': 44}"
2025-05-05T17:36:42.047018,"{'address': '/hover', 'args': 51}"
2025-05-05T17:36:42.612912,"{'address': '/hover', 'args': 35}"
2025-05-05T17:36:42.721151,"{'address': '/hover', 'args': 47}"
2025-05-05T17:36:42.846182,"{'address': '/hover', 'args': 46}"
2025-05-05T17:36:43.130655,"{'address': '/hover', 'args': 43}"
2025-05-05T17:36:43.538620,"{'address': '/hover', 'args': 39}"
2025-05-05T17:36:43.913090,"{'address': '/hover', 'args': 10}"
2025-05-05T17:36:43.955340,"{'address': '/hover', 'args': 9}"
2025-05-05T17:39:09.748413,"{'address': '/effectPos', 'args': [0.5653333333333334, 0.5082872928176796]}"
2025-05-05T17:39:09.748047,"{'address': '/effectPos', 'args': [0.5546666666666666, 0.5193370165745856]}"
2025-05-05T17:39:09.750267,"{'address': '/effectPos', 'args': [0.5573333333333333, 0.4953959484346225]}"
2025-05-05T17:39:09.752246,"{'address': '/effectPos', 'args': [0.512, 0.46408839779005523]}"
2025-05-05T17:39:09.751123,"{'address': '/effectPos', 'args': [0.5333333333333333, 0.48066298342541436]}"
2025-05-05T17:39:09.757272,"{'address': '/effectPos', 'args': [0.488, 0.44935543278084716]}"
2025-05-05T17:39:09.774293,"{'address': '/effectPos', 'args': [0.4613333333333333, 0.43646408839779005]}"
2025-05-05T17:39:09.789600,"{'address': '/effectPos', 'args': [0.42933333333333334, 0.429097605893186]}"
2025-05-05T17:39:09.806487,"{'address': '/effectPos', 'args': [0.392, 0.425414364640884]}"
2025-05-05T17:39:09.822887,"{'address': '/effectPos', 'args': [0.3466666666666667, 0.425414364640884]}"
2025-05-05T17:39:09.840509,"{'address': '/effectPos', 'args': [0.32, 0.43278084714548803]}"
2025-05-05T17:39:09.860453,"{'address': '/effectPos', 'args': [0.2986666666666667, 0.44935543278084716]}"
2025-05-05T17:39:09.872116,"{'address': '/effectPos', 'args': [0.29333333333333333, 0.4696132596685083]}"
2025-05-05T17:39:09.890548,"{'address': '/effectPos', 'args': [0.29333333333333333, 0.49355432780847147]}"
2025-05-05T17:39:09.904563,"{'address': '/effectPos', 'args': [0.31733333333333336, 0.5211786372007366]}"
2025-05-05T17:39:09.921980,"{'address': '/effectPos', 'args': [0.35733333333333334, 0.5432780847145487]}"
2025-05-05T17:39:09.938577,"{'address': '/effectPos', 'args': [0.4, 0.5543278084714549]}"
2025-05-05T17:39:09.956042,"{'address': '/effectPos', 'args': [0.43466666666666665, 0.5598526703499079]}"
2025-05-05T17:39:09.973833,"{'address': '/effectPos', 'args': [0.4746666666666667, 0.5598526703499079]}"
2025-05-05T17:39:09.989378,"{'address': '/effectPos', 'args': [0.512, 0.5580110497237569]}"
2025-05-05T17:39:10.006032,"{'address': '/effectPos', 'args': [0.5466666666666666, 0.5432780847145487]}"
2025-05-05T17:39:10.023356,"{'address': '/effectPos', 'args': [0.5733333333333334, 0.5267034990791897]}"
